video,emotion
0214.mp4,Disgust
0021.mp4,Disgust
0849.mp4,Disgust
0223.mp4,Disgust
0266.mp4,Disgust
1103.mp4,Disgust
1123.mp4,Disgust
1519.mp4,Disgust
0839.mp4,Disgust
0829.mp4,Disgust
0926.mp4,Disgust
1199.mp4,Disgust
1655.mp4,Disgust
0991.mp4,Disgust
1136.mp4,Disgust
1576.mp4,Disgust
2139.mp4,Disgust
1224.mp4,Disgust
1217.mp4,Disgust
1359.mp4,Disgust
2047.mp4,Disgust
2147.mp4,Disgust
1940.mp4,Disgust
2122.mp4,Disgust
0929.mp4,Disgust
2142.mp4,Disgust
1844.mp4,Disgust
2008.mp4,Disgust
1991.mp4,Disgust
1792.mp4,Disgust
1268.mp4,Disgust
1765.mp4,Disgust
0288.mp4,Disgust
1907.mp4,Disgust
1960.mp4,Disgust
1927.mp4,Disgust
1706.mp4,Disgust
1019.mp4,Disgust
2009.mp4,Disgust
1271.mp4,Disgust
1916.mp4,Disgust
1556.mp4,Disgust
1724.mp4,Disgust
2081.mp4,Disgust
0225.mp4,Disgust
0557.mp4,Disgust
1675.mp4,Disgust
0434.mp4,Disgust
0187.mp4,Disgust
0124.mp4,Disgust
1973.mp4,Disgust
0876.mp4,Disgust
1350.mp4,Disgust
0048.mp4,Disgust
1928.mp4,Disgust
2016.mp4,Disgust
0781.mp4,Disgust
2036.mp4,Disgust
0441.mp4,Disgust
1790.mp4,Disgust
2152.mp4,Disgust
0665.mp4,Disgust
1194.mp4,Disgust
1117.mp4,Disgust
0513.mp4,Disgust
0804.mp4,Disgust
0551.mp4,Disgust
1471.mp4,Disgust
0813.mp4,Disgust
1303.mp4,Disgust
0308.mp4,Disgust
0874.mp4,Disgust
0335.mp4,Disgust
1487.mp4,Disgust
0989.mp4,Disgust
0713.mp4,Disgust
1885.mp4,Disgust
0197.mp4,Disgust
0888.mp4,Disgust
1190.mp4,Disgust
0861.mp4,Disgust
0073.mp4,Disgust
1977.mp4,Disgust
0079.mp4,Disgust
1176.mp4,Disgust
1596.mp4,Disgust
2024.mp4,Disgust
1703.mp4,Disgust
0355.mp4,Disgust
2018.mp4,Disgust
0030.mp4,Disgust
0028.mp4,Disgust
0393.mp4,Disgust
1275.mp4,Disgust
1985.mp4,Disgust
0826.mp4,Disgust
1310.mp4,Disgust
1309.mp4,Disgust
0514.mp4,Disgust
0760.mp4,Disgust
1532.mp4,Disgust
0345.mp4,Disgust
0235.mp4,Disgust
0106.mp4,Disgust
0464.mp4,Disgust
2116.mp4,Disgust
0141.mp4,Disgust
1514.mp4,Disgust
2004.mp4,Disgust
1903.mp4,Disgust
0243.mp4,Disgust
0401.mp4,Sympathy
1077.mp4,Sympathy
0014.mp4,Sympathy
2136.mp4,Sympathy
1730.mp4,Sympathy
1621.mp4,Sympathy
0549.mp4,Amusement
0163.mp4,Amusement
1707.mp4,Amusement
2059.mp4,Amusement
0245.mp4,Amusement
0191.mp4,Amusement
2031.mp4,Amusement
1124.mp4,Amusement
1317.mp4,Amusement
0038.mp4,Amusement
1328.mp4,Amusement
1672.mp4,Amusement
1930.mp4,Amusement
1582.mp4,Amusement
1524.mp4,Amusement
2131.mp4,Amusement
0920.mp4,Amusement
0083.mp4,Amusement
0032.mp4,Amusement
1676.mp4,Amusement
0222.mp4,Amusement
1290.mp4,Amusement
1578.mp4,Amusement
1787.mp4,Amusement
1206.mp4,Amusement
1239.mp4,Amusement
0742.mp4,Amusement
1112.mp4,Amusement
1741.mp4,Amusement
1861.mp4,Amusement
1155.mp4,Amusement
2104.mp4,Amusement
0407.mp4,Amusement
0582.mp4,Amusement
1148.mp4,Amusement
0161.mp4,Amusement
0728.mp4,Amusement
0340.mp4,Amusement
1015.mp4,Amusement
0189.mp4,Amusement
1497.mp4,Amusement
1528.mp4,Amusement
1545.mp4,Amusement
1463.mp4,Amusement
1653.mp4,Amusement
0944.mp4,Amusement
1085.mp4,Amusement
0047.mp4,Amusement
1402.mp4,Amusement
1296.mp4,Amusement
1145.mp4,Amusement
0027.mp4,Amusement
0747.mp4,Amusement
0657.mp4,Amusement
0734.mp4,Amusement
1818.mp4,Amusement
1996.mp4,Amusement
0070.mp4,Amusement
0912.mp4,Amusement
0894.mp4,Amusement
0424.mp4,Amusement
0879.mp4,Amusement
2029.mp4,Amusement
1097.mp4,Amusement
0980.mp4,Amusement
1175.mp4,Amusement
2166.mp4,Amusement
1173.mp4,Amusement
1643.mp4,Amusement
2112.mp4,Amusement
0086.mp4,Amusement
1081.mp4,Amusement
0897.mp4,Amusement
1856.mp4,Amusement
0256.mp4,Amusement
1529.mp4,Amusement
0680.mp4,Amusement
1104.mp4,Amusement
0950.mp4,Amusement
0716.mp4,Amusement
1512.mp4,Amusement
1744.mp4,Amusement
1538.mp4,Amusement
1146.mp4,Amusement
1954.mp4,Amusement
0282.mp4,Amusement
1963.mp4,Amusement
1010.mp4,Amusement
0775.mp4,Amusement
1600.mp4,Amusement
1984.mp4,Amusement
0708.mp4,Amusement
0574.mp4,Amusement
0998.mp4,Amusement
0725.mp4,Amusement
0614.mp4,Amusement
0265.mp4,Amusement
1368.mp4,Amusement
0123.mp4,Amusement
1089.mp4,Amusement
0762.mp4,Amusement
1992.mp4,Amusement
0336.mp4,Amusement
2111.mp4,Amusement
1912.mp4,Amusement
1696.mp4,Amusement
1410.mp4,Amusement
1065.mp4,Amusement
1631.mp4,Amusement
1635.mp4,Amusement
0134.mp4,Amusement
1709.mp4,Amusement
0258.mp4,Amusement
0066.mp4,Amusement
0209.mp4,Amusement
1334.mp4,Amusement
1900.mp4,Amusement
0091.mp4,Amusement
1746.mp4,Amusement
1356.mp4,Amusement
1459.mp4,Amusement
1330.mp4,Amusement
0160.mp4,Amusement
0003.mp4,Amusement
0966.mp4,Amusement
1198.mp4,Amusement
1242.mp4,Amusement
0202.mp4,Amusement
1891.mp4,Amusement
0425.mp4,Amusement
1863.mp4,Amusement
0892.mp4,Amusement
1456.mp4,Amusement
1842.mp4,Amusement
0224.mp4,Amusement
0545.mp4,Amusement
1411.mp4,Amusement
2071.mp4,Amusement
1060.mp4,Amusement
0297.mp4,Amusement
0953.mp4,Amusement
1462.mp4,Amusement
2179.mp4,Amusement
0291.mp4,Amusement
1523.mp4,Amusement
0731.mp4,Amusement
1288.mp4,Amusement
1565.mp4,Amusement
2005.mp4,Amusement
0221.mp4,Amusement
1343.mp4,Amusement
1000.mp4,Amusement
1698.mp4,Amusement
1558.mp4,Amusement
0442.mp4,Amusement
0440.mp4,Amusement
1489.mp4,Amusement
1806.mp4,Amusement
1200.mp4,Amusement
1729.mp4,Amusement
0452.mp4,Amusement
1229.mp4,Amusement
1215.mp4,Amusement
0579.mp4,Amusement
0691.mp4,Amusement
2051.mp4,Amusement
0797.mp4,Amusement
0200.mp4,Amusement
1821.mp4,Amusement
0788.mp4,Amusement
0174.mp4,Amusement
0668.mp4,Amusement
0867.mp4,Amusement
0399.mp4,Amusement
0705.mp4,Amusement
1332.mp4,Amusement
1398.mp4,Amusement
1770.mp4,Amusement
1499.mp4,Amusement
0852.mp4,Amusement
0172.mp4,Amusement
1134.mp4,Amusement
0403.mp4,Amusement
0430.mp4,Amusement
0817.mp4,Amusement
0572.mp4,Amusement
1011.mp4,Amusement
1800.mp4,Amusement
0167.mp4,Amusement
1187.mp4,Amusement
0472.mp4,Amusement
0640.mp4,Amusement
2001.mp4,Amusement
0990.mp4,Amusement
1484.mp4,Amusement
0741.mp4,Amusement
0642.mp4,Amusement
0979.mp4,Amusement
0277.mp4,Amusement
0323.mp4,Amusement
1009.mp4,Amusement
0720.mp4,Amusement
2173.mp4,Amusement
1595.mp4,Amusement
1335.mp4,Amusement
0432.mp4,Amusement
1761.mp4,Amusement
2000.mp4,Amusement
1452.mp4,Amusement
0670.mp4,Amusement
0087.mp4,Amusement
1579.mp4,Amusement
2146.mp4,Amusement
2114.mp4,Amusement
2175.mp4,Amusement
1099.mp4,Amusement
1262.mp4,Amusement
0188.mp4,Amusement
0071.mp4,Amusement
0993.mp4,Amusement
2042.mp4,Amusement
0050.mp4,Amusement
0115.mp4,Amusement
0653.mp4,Amusement
1597.mp4,Amusement
1625.mp4,Amusement
1188.mp4,Amusement
1811.mp4,Amusement
0292.mp4,Amusement
0910.mp4,Amusement
1710.mp4,Amusement
0938.mp4,Amusement
1898.mp4,Amusement
1804.mp4,Amusement
1049.mp4,Amusement
1944.mp4,Amusement
0412.mp4,Amusement
1961.mp4,Amusement
1669.mp4,Amusement
0868.mp4,Amusement
1365.mp4,Amusement
0618.mp4,Amusement
1699.mp4,Amusement
0438.mp4,Amusement
1236.mp4,Amusement
1158.mp4,Amusement
0576.mp4,Amusement
1209.mp4,Amusement
0178.mp4,Amusement
1808.mp4,Amusement
1036.mp4,Amusement
0577.mp4,Amusement
2050.mp4,Amusement
0928.mp4,Amusement
0177.mp4,Amusement
1106.mp4,Amusement
1850.mp4,Amusement
1580.mp4,Amusement
0012.mp4,Amusement
0638.mp4,Amusement
1697.mp4,Amusement
0241.mp4,Amusement
2158.mp4,Amusement
1450.mp4,Amusement
2076.mp4,Amusement
0210.mp4,Amusement
1750.mp4,Amusement
1727.mp4,Amusement
0591.mp4,Amusement
1506.mp4,Amusement
1366.mp4,Amusement
0769.mp4,Amusement
0082.mp4,Amusement
0151.mp4,Amusement
1039.mp4,Amusement
2061.mp4,Amusement
1606.mp4,Amusement
2182.mp4,Amusement
1649.mp4,Amusement
0183.mp4,Amusement
0534.mp4,Amusement
1564.mp4,Amusement
2083.mp4,Amusement
1131.mp4,Amusement
1880.mp4,Amusement
0620.mp4,Amusement
1256.mp4,Amusement
1461.mp4,Amusement
0361.mp4,Amusement
2064.mp4,Amusement
1483.mp4,Amusement
0871.mp4,Amusement
0346.mp4,Amusement
0592.mp4,Amusement
1526.mp4,Amusement
1140.mp4,Amusement
0854.mp4,Amusement
0099.mp4,Amusement
0748.mp4,Amusement
1749.mp4,Amusement
1869.mp4,Amusement
0982.mp4,Amusement
1647.mp4,Amusement
0305.mp4,Amusement
2038.mp4,Amusement
0074.mp4,Amusement
1428.mp4,Amusement
1785.mp4,Amusement
2077.mp4,Amusement
1404.mp4,Amusement
0237.mp4,Amusement
1147.mp4,Amusement
1753.mp4,Amusement
1098.mp4,Amusement
1890.mp4,Amusement
1046.mp4,Amusement
1522.mp4,Amusement
0380.mp4,Amusement
1540.mp4,Amusement
1670.mp4,Amusement
0609.mp4,Amusement
1254.mp4,Amusement
1230.mp4,Amusement
1058.mp4,Amusement
1454.mp4,Amusement
2127.mp4,Amusement
0328.mp4,Amusement
0521.mp4,Amusement
1415.mp4,Amusement
1816.mp4,Amusement
1301.mp4,Amusement
0101.mp4,Amusement
0503.mp4,Amusement
1396.mp4,Amusement
1527.mp4,Amusement
2085.mp4,Amusement
1088.mp4,Amusement
0056.mp4,Amusement
0257.mp4,Amusement
0469.mp4,Amusement
2125.mp4,Amusement
0987.mp4,Amusement
1801.mp4,Amusement
2017.mp4,Amusement
0371.mp4,Amusement
1320.mp4,Amusement
0459.mp4,Amusement
0011.mp4,Amusement
1521.mp4,Amusement
1346.mp4,Amusement
0498.mp4,Amusement
1995.mp4,Amusement
1161.mp4,Amusement
1508.mp4,Amusement
1851.mp4,Amusement
0037.mp4,Amusement
1721.mp4,Amusement
0864.mp4,Amusement
0131.mp4,Amusement
1488.mp4,Amusement
1344.mp4,Amusement
0702.mp4,Amusement
0114.mp4,Amusement
1033.mp4,Amusement
1929.mp4,Amusement
1353.mp4,Amusement
2046.mp4,Amusement
0931.mp4,Amusement
0120.mp4,Amusement
0462.mp4,Amusement
0273.mp4,Amusement
1163.mp4,Amusement
0296.mp4,Amusement
0859.mp4,Amusement
0260.mp4,Amusement
1661.mp4,Amusement
1347.mp4,Amusement
0247.mp4,Amusement
0094.mp4,Amusement
0227.mp4,Amusement
0358.mp4,Amusement
0727.mp4,Amusement
0105.mp4,Amusement
0823.mp4,Amusement
1824.mp4,Amusement
0840.mp4,Amusement
1133.mp4,Amusement
2100.mp4,Amusement
1082.mp4,Amusement
0858.mp4,Amusement
1304.mp4,Amusement
2137.mp4,Amusement
1546.mp4,Amusement
1763.mp4,Amusement
0656.mp4,Amusement
0486.mp4,Amusement
0290.mp4,Amusement
1762.mp4,Amusement
0758.mp4,Amusement
0959.mp4,Amusement
0633.mp4,Amusement
1902.mp4,Amusement
1904.mp4,Amusement
1382.mp4,Amusement
1319.mp4,Amusement
0715.mp4,Amusement
0497.mp4,Amusement
0917.mp4,Amusement
1918.mp4,Amusement
0072.mp4,Amusement
0270.mp4,Amusement
0787.mp4,Amusement
1371.mp4,Amusement
2032.mp4,Amusement
0544.mp4,Amusement
1501.mp4,Amusement
0004.mp4,Amusement
1882.mp4,Amusement
1865.mp4,Amusement
1515.mp4,Amusement
0654.mp4,Amusement
1047.mp4,Amusement
0420.mp4,Amusement
0838.mp4,Amusement
0821.mp4,Amusement
1494.mp4,Amusement
0457.mp4,Amusement
1563.mp4,Amusement
1376.mp4,Amusement
0985.mp4,Amusement
0685.mp4,Amusement
1240.mp4,Amusement
0467.mp4,Amusement
1220.mp4,Amusement
0906.mp4,Amusement
1087.mp4,Amusement
1031.mp4,Amusement
0995.mp4,Amusement
0924.mp4,Amusement
1094.mp4,Amusement
0206.mp4,Pride
0784.mp4,Pride
1560.mp4,Satisfaction
1687.mp4,Satisfaction
1671.mp4,Satisfaction
1798.mp4,Satisfaction
1267.mp4,Joy
0593.mp4,Joy
1420.mp4,Joy
0454.mp4,Joy
0331.mp4,Joy
0480.mp4,Joy
1034.mp4,Joy
1953.mp4,Joy
0933.mp4,Joy
0688.mp4,Joy
0100.mp4,Joy
0207.mp4,Joy
1569.mp4,Joy
1855.mp4,Joy
0666.mp4,Joy
0597.mp4,Joy
2013.mp4,Joy
0043.mp4,Joy
2034.mp4,Joy
1547.mp4,Joy
0628.mp4,Joy
1249.mp4,Joy
1380.mp4,Joy
0978.mp4,Joy
0650.mp4,Joy
2057.mp4,Joy
1712.mp4,Joy
0121.mp4,Joy
0165.mp4,Joy
2002.mp4,Joy
1783.mp4,Joy
1503.mp4,Joy
1349.mp4,Joy
1363.mp4,Joy
1032.mp4,Joy
1245.mp4,Joy
0300.mp4,Joy
1093.mp4,Joy
0126.mp4,Joy
1548.mp4,Joy
0022.mp4,Triumph
0173.mp4,Triumph
1474.mp4,Triumph
0675.mp4,Triumph
0298.mp4,Triumph
1130.mp4,Triumph
1717.mp4,Triumph
1568.mp4,Triumph
0637.mp4,Triumph
0293.mp4,Triumph
1584.mp4,Triumph
1192.mp4,Triumph
0398.mp4,Sadness
0805.mp4,Sadness
1485.mp4,Sadness
0051.mp4,Sadness
1725.mp4,Sadness
1933.mp4,Sadness
0445.mp4,Sadness
0777.mp4,Sadness
1959.mp4,Sadness
0067.mp4,Sadness
0803.mp4,Sadness
2144.mp4,Sadness
1786.mp4,Sadness
0226.mp4,Sadness
0181.mp4,Sadness
1231.mp4,Sadness
2119.mp4,Sadness
0477.mp4,Sadness
1478.mp4,Sadness
0975.mp4,Sadness
1473.mp4,Sadness
0276.mp4,Sadness
2035.mp4,Sadness
0611.mp4,Sadness
0333.mp4,Sadness
0673.mp4,Sadness
1101.mp4,Sadness
0059.mp4,Sadness
1674.mp4,Sadness
2148.mp4,Sadness
1238.mp4,Sadness
0700.mp4,Sadness
0009.mp4,Sadness
0914.mp4,Sadness
0208.mp4,Sadness
1623.mp4,Sadness
1279.mp4,Sadness
0756.mp4,Sadness
1004.mp4,Sadness
0717.mp4,Sadness
1169.mp4,Sadness
1259.mp4,Sadness
1831.mp4,Sadness
1591.mp4,Sadness
0262.mp4,Fear
1283.mp4,Fear
1221.mp4,Fear
1774.mp4,Fear
1419.mp4,Fear
1440.mp4,Fear
0015.mp4,Fear
1837.mp4,Fear
2091.mp4,Fear
0389.mp4,Fear
0750.mp4,Fear
0973.mp4,Fear
0524.mp4,Fear
1323.mp4,Fear
0364.mp4,Fear
0249.mp4,Fear
1042.mp4,Fear
0886.mp4,Fear
1492.mp4,Fear
1615.mp4,Fear
0437.mp4,Fear
1406.mp4,Fear
1931.mp4,Fear
0949.mp4,Fear
0825.mp4,Fear
1076.mp4,Fear
1887.mp4,Fear
1079.mp4,Fear
0133.mp4,Fear
0558.mp4,Fear
0517.mp4,Fear
1590.mp4,Fear
0374.mp4,Fear
2067.mp4,Fear
1847.mp4,Fear
0808.mp4,Fear
1212.mp4,Fear
0443.mp4,Fear
1832.mp4,Fear
0765.mp4,Fear
1980.mp4,Fear
2069.mp4,Fear
2162.mp4,Fear
0143.mp4,Fear
1780.mp4,Fear
1906.mp4,Fear
0706.mp4,Fear
1767.mp4,Fear
1202.mp4,Fear
1172.mp4,Fear
0889.mp4,Fear
1779.mp4,Fear
2161.mp4,Fear
0563.mp4,Fear
0405.mp4,Fear
0279.mp4,Fear
0935.mp4,Fear
1302.mp4,Fear
1375.mp4,Fear
0687.mp4,Fear
1742.mp4,Fear
0395.mp4,Fear
0408.mp4,Fear
0504.mp4,Fear
0190.mp4,Fear
2168.mp4,Fear
1843.mp4,Fear
1870.mp4,Fear
0448.mp4,Fear
0334.mp4,Fear
0885.mp4,Fear
1736.mp4,Fear
2022.mp4,Fear
0568.mp4,Fear
1073.mp4,Fear
0129.mp4,Fear
1361.mp4,Fear
1543.mp4,Fear
